gene,Epi_mock1,Epi_mock2,Epi_mock3,Epi_KD1,Epi_KD2,Epi_KD3,Fib_mock1,Fib_mock2,Fib_mock3,Fib_KD1,Fib_KD2,Fib_KD3
MIR6084,0,0,0,0,0,0,0,0,0,0,0,0
PINK1-AS,25,40,37,51,83,61,92,65,74,104,103,100
DDOST,3503,6532,5346,4227,5019,4806,4576,3921,5085,4848,4924,4176
KIF17,6,11,6,16,15,21,253,159,212,326,263,293
SH2D5,124,111,209,515,641,620,858,661,752,826,737,696
HP1BP3,2594,5738,4311,2313,3074,2945,5047,3795,4938,4674,4966,4864
EIF4G3,977,2121,1901,1044,1736,1960,2460,2112,2170,2600,2192,2288
RNU7-200P,0,0,0,0,0,0,0,0,0,0,0,0
MIR1256,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP6,2,2,1,1,0,1,0,0,1,2,0,2
HSPE1P27,0,1,1,2,2,0,0,0,1,0,1,2
ECE1,1053,1893,1881,1981,2819,2955,4728,3724,4059,6015,4641,5981
ECE1-AS1,0,0,2,0,0,0,1,4,0,1,3,1
NBPF3,240,543,366,182,278,276,689,446,787,769,821,665
ALPL,0,1,0,0,0,0,5,0,4,7,14,6
LINC02596,0,2,0,3,1,3,0,0,0,0,0,0
RAP1GAP,1519,3003,2324,1164,1645,1167,2,2,1,0,2,0
USP48,1223,2398,2016,1506,1633,1698,1504,1200,1495,1443,1478,1494
LDLRAD2,2,1,1,0,3,3,14,4,5,14,8,19
HSPG2,538,1363,1412,688,1994,2447,6521,4382,3811,7222,3422,4633
RPL21P29,0,0,0,0,0,0,0,0,1,0,0,2
CELA3B,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL386P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1022P,0,0,0,0,0,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0,0,1,0,0,0
RN7SL186P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-776P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01635,0,0,0,0,0,0,1,0,1,1,0,3
LINC00339,19,68,55,24,42,41,19,16,19,10,16,16
CDC42,3,6,7,4,13,3,37,27,26,29,47,40
WNT4,4,4,2,3,0,0,0,2,1,1,5,0
MIR4418,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB40,498,981,848,378,579,651,662,402,520,485,468,458
EPHA8,1,0,0,0,0,1,0,0,0,0,0,0
MIR6127,0,0,0,0,0,0,0,0,0,0,0,0
C1QA,0,0,1,0,0,0,0,0,0,1,0,0
C1QC,0,0,1,0,0,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0,0,0,0,0,0
EPHB2,13,17,11,52,42,44,7,10,18,40,26,19
MIR4684,0,0,0,0,0,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0,0,1,0,0,0
TEX46,0,0,2,0,2,0,2,0,0,0,0,1
KDM1A,810,1411,1530,1932,2191,2184,1330,931,1605,1652,1922,1948
MIR3115,0,0,0,0,0,0,0,0,0,0,0,0
LUZP1,301,593,638,672,971,1217,1313,815,1194,1660,1425,1633
RNU6-514P,0,0,0,0,2,0,1,0,0,1,0,0
RNU6-135P,0,0,0,0,1,0,0,0,0,0,0,0
HTR1D,0,0,0,1,1,2,63,41,78,49,57,38
HNRNPR,3621,6858,5838,4028,4889,4763,5159,4214,4940,3971,4481,4814
ZNF436,121,293,230,171,223,194,144,136,152,193,154,149
ZNF436-AS1,56,81,70,39,42,44,31,29,30,46,35,23
TCEA3,31,23,23,15,8,18,92,84,81,268,129,146
ASAP3,2,3,10,1,8,4,89,54,148,215,171,108
E2F2,202,502,319,294,319,260,78,39,85,50,80,85
ID3,481,2627,909,43,85,39,6079,6163,5284,6598,4685,4273
LOC107984928,0,0,0,0,0,0,1,5,1,1,0,0
MDS2,0,0,0,0,0,0,1,0,1,1,0,2
RPL11,7964,12421,10447,18787,15044,14996,14929,13135,16125,14647,17330,16652
ELOA,781,1402,1130,973,1110,1103,1232,1311,1119,973,957,1094
ELOA-AS1,19,11,27,27,33,31,10,7,9,9,13,11
PITHD1,712,1302,1107,1256,1089,1189,1092,926,988,851,1065,1039
LYPLA2,908,1480,1138,1590,1349,1469,1023,956,890,929,792,987
GALE,1257,1857,1733,1725,1628,1687,1141,1037,1053,719,889,932
HMGCL,608,1282,865,461,410,448,933,981,824,799,709,764
FUCA1,251,392,333,357,311,295,98,112,101,187,99,106
CNR2,1,5,1,0,1,0,1,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0,0,0,0,0,0
H3P1,0,2,0,2,3,0,1,2,0,3,3,1
PNRC2,1107,2009,1652,1561,1758,1542,1853,1711,1931,1629,1677,1700
SRSF10,2271,4527,3772,3064,3204,3191,2280,1954,2113,1942,2056,2188
MYOM3,75,135,134,140,203,204,0,1,1,1,0,0
IL22RA1,34,71,44,57,87,70,1,0,2,2,1,6
IFNLR1,108,231,154,107,168,154,1,0,0,0,0,0
LINC02800,0,0,0,0,0,0,0,0,0,0,0,0
GRHL3,0,2,1,3,0,0,2,1,0,0,0,0
STPG1,180,399,294,116,152,124,746,694,635,495,477,585
NIPAL3,629,1531,961,536,484,476,4741,4829,3564,4110,3265,3969
RCAN3,0,1,1,5,8,0,437,328,453,436,490,621
NCMAP,2,8,1,27,35,2,0,0,0,0,0,0
RPL26P8,0,0,0,0,2,0,0,0,0,0,0,0
SRRM1,1477,2567,2240,2686,2299,2240,1659,1190,1823,1379,1805,1886
CLIC4,1344,2597,2521,3858,5320,5059,9682,6432,12820,25291,21614,22425
RNU6-1208P,0,0,0,0,1,0,1,0,0,0,0,0
RUNX3,0,0,0,0,0,0,2,0,0,0,0,0
MIR6731,0,0,0,0,0,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0,0,0,0,0,0
SYF2,671,1122,901,1063,884,892,1397,1156,1556,1365,1597,1488
RSRP1,513,509,609,575,420,450,693,722,1049,1067,1128,731
RHD,16,12,10,13,16,13,38,43,51,42,58,46
TMEM50A,1360,2411,2130,2610,2447,2246,5158,4274,5301,6810,5718,5849
RHCE,9,14,8,4,4,1,6,11,12,6,5,3
MACO1,196,344,340,224,293,334,547,368,522,487,497,542
LDLRAP1,247,411,332,408,447,374,437,341,472,501,551,486
MAN1C1,4,2,2,3,3,4,30,13,25,21,43,28
SELENON,246,501,453,510,691,588,1649,1516,1692,2453,1767,2049
MTFR1L,427,665,513,482,504,443,816,559,770,669,684,730
AUNIP,185,253,236,341,333,302,71,65,99,61,116,88
PAQR7,123,183,182,272,246,309,540,464,503,843,705,803
STMN1,3882,6476,5341,4735,3620,3418,7253,6350,9782,7288,10185,8560
MIR3917,0,0,0,0,0,0,0,0,0,0,0,0
PAFAH2,448,849,734,320,399,373,381,473,416,317,300,296
RNU6-110P,0,0,0,0,0,0,0,0,0,0,0,0
LOC124900433,0,0,0,0,0,0,0,0,0,0,0,0
EXTL1,2,2,1,5,6,5,7,8,6,58,21,27
SLC30A2,1,0,1,0,0,0,0,0,1,0,0,0
TRIM63,0,0,0,0,0,0,1,0,0,0,0,0
PDIK1L,150,326,255,172,260,186,109,65,115,94,103,132
FAM110D,0,3,0,0,0,0,1,0,0,0,0,0
C1orf232,0,0,0,0,0,0,0,0,0,0,0,0
ZNF593OS,5,13,3,3,2,0,2,3,0,1,5,3
ZNF593,0,0,0,0,0,0,0,0,0,0,0,0
CNKSR1,320,451,387,307,283,319,5,8,8,7,6,0
CATSPER4,0,0,1,0,0,0,0,0,0,0,0,0
CEP85,799,1524,1223,610,809,939,471,374,486,281,385,368
MRPS6P1,1,1,1,0,0,3,0,3,0,0,2,0
SH3BGRL3,769,810,819,1318,1047,1165,6002,5397,5508,8420,6742,8167
UBXN11,272,369,314,326,279,263,363,207,265,258,236,288
CD52,1,4,4,2,0,2,0,0,0,0,0,1
CRYBG2,171,251,209,468,442,522,0,1,2,0,0,0
RPL34P4,1,1,0,0,0,0,0,0,0,0,0,0
ZNF683,0,0,0,0,0,2,0,0,0,1,0,0
LIN28A,0,1,2,4,0,0,1,0,0,0,0,0
DHDDS,441,750,647,535,588,567,944,783,914,698,751,872
RPL17P9,3,5,3,0,0,0,2,0,1,0,0,0
LOC124903883,5,6,7,6,3,1,1,1,2,4,0,1
HMGN2,5884,11155,9795,6955,6831,6432,5606,4504,7909,4744,6796,5257
RPS6KA1,739,1241,937,738,776,780,50,38,56,46,67,63
MIR1976,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL679P,0,0,0,0,0,0,0,0,0,0,0,0
LOC124904769,0,0,0,0,0,0,0,0,0,0,0,0
LOC124904813,0,0,0,0,0,0,0,0,0,0,0,0
ARID1A,2085,5363,3732,1985,3080,2934,1796,1275,1780,1519,1732,1680
PIGV,238,352,287,177,198,232,174,199,221,242,241,215
RN7SL165P,0,5,0,0,0,0,0,0,0,0,1,1
ZDHHC18,724,1043,927,1162,1392,1405,1602,1251,1847,1325,1686,1587
SFN,1859,2175,2302,2227,1696,2943,26,33,16,6,16,23
GPN2,444,687,555,553,580,570,641,570,621,579,633,640
GPATCH3,228,458,272,255,234,204,256,252,253,185,230,223
NUDC,3458,5075,4778,6945,6046,6272,3657,3436,3735,2855,3719,3713
NR0B2,1,2,1,0,0,0,0,0,0,0,0,0
KDF1,264,403,397,371,330,302,0,0,0,0,0,0
RPL32P6,0,2,0,0,0,1,0,0,0,0,0,0
OSTCP2,0,2,0,0,0,0,0,0,0,0,0,0
TRNP1,701,522,1103,1541,1654,1547,3699,3470,3216,2811,3186,4487
TENT5B,18,37,37,35,39,31,185,161,157,117,90,105
SLC9A1,525,923,713,614,732,705,1371,1207,1152,1117,1077,1233
RPL18AP5,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P39,2,7,1,3,5,4,1,1,2,2,2,0
WDTC1,903,1822,1413,679,940,964,944,701,824,1106,845,906
TMEM222,725,1273,846,996,908,743,913,618,807,748,827,927
RNU6-48P,0,0,0,0,0,1,1,0,1,0,0,1
SYTL1,190,284,187,204,174,166,7,2,3,12,2,6
MAP3K6,134,151,176,279,241,262,425,316,431,563,503,517
FCN3,1,2,4,2,2,4,0,0,2,2,2,0
CD164L2,0,1,1,0,0,0,0,0,0,0,0,0
GPR3,14,22,24,38,50,42,80,69,107,61,109,119
WASF2,2235,5269,4084,1887,2738,2894,4227,3421,3941,3273,3466,3543
LOC105376892,0,0,0,0,0,0,1,0,0,1,2,0
AHDC1,105,197,169,181,206,260,497,370,420,454,402,405
FGR,0,0,0,0,0,0,0,0,0,0,0,0
IFI6,76,128,95,150,101,110,184,254,222,339,229,259
RNU6-949P,0,0,0,0,0,0,0,0,0,0,0,0
CHMP1AP1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-424P,0,0,0,0,0,0,0,0,0,0,0,0
FAM76A,135,287,204,137,125,136,259,207,238,182,222,240
STX12,351,630,507,328,369,364,1169,1105,1070,1011,1003,1058
RNU6-1245P,0,0,0,0,0,0,1,0,0,0,0,0
PPP1R8,710,1530,1259,1117,1214,1213,1202,962,1184,1065,1185,1223
SCARNA1,0,0,0,0,1,0,0,0,0,0,4,0
THEMIS2,8,15,6,8,8,10,78,74,125,113,132,127
RPA2,1314,2505,1889,1894,1937,1776,1016,802,1045,709,968,1024
SMPDL3B,225,387,320,506,561,442,1,0,0,0,2,2
XKR8,142,225,154,168,205,136,395,348,404,437,433,471
EYA3,255,553,510,358,440,581,461,402,481,628,556,562
RN7SL559P,1,2,3,3,1,0,0,0,0,1,0,4
RNU6-176P,0,0,0,0,0,0,0,0,0,0,0,0
PTAFR,9,18,15,24,22,23,4,0,7,2,5,4
DNAJC8,1299,2142,2020,2002,1859,1843,2747,2514,2998,2354,2944,2792
ATP5IF1,1778,2931,2174,2434,2066,1672,1520,1509,1565,1415,1446,1344
SESN2,1522,3318,2252,1268,1729,1598,1018,1177,1196,739,815,568
MED18,328,658,422,336,307,297,425,421,407,410,469,449
PHACTR4,741,1498,1120,867,956,872,552,455,564,556,651,577
RNU6ATAC27P,0,0,0,0,0,0,1,2,2,0,0,0
RCC1,1150,1995,1973,2117,2556,2603,1527,1195,1749,1477,1826,1647
SNHG3,286,387,469,722,624,585,635,501,783,493,863,707
SNORA73A,0,0,0,0,0,0,0,0,0,0,0,0
SNORA73B,7,4,11,17,11,10,12,15,12,17,11,17
TRNAU1AP,124,202,198,201,155,192,353,362,398,361,452,462
SNHG12,186,200,189,363,205,251,234,130,317,128,288,252
SNORD99,16,13,5,10,12,10,10,2,9,2,11,4
SNORA61,0,0,0,0,0,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0,0,0,0,0,0
TAF12,474,771,783,748,663,751,590,590,644,498,562,510
RAB42,1,22,8,1,4,4,9,8,13,11,11,18
RNU11,0,0,0,0,0,0,0,0,0,0,0,0
GMEB1,322,769,593,413,455,494,435,409,445,457,423,530
LOC124904809,0,0,0,0,0,0,0,0,0,0,0,0
YTHDF2,1034,1862,1573,1473,1719,1656,1424,1145,1427,1305,1410,1623
OPRD1,7,4,2,2,0,2,0,0,1,0,4,0
EPB41,639,1783,1242,518,937,891,24,21,37,21,25,22
RPL27P4,0,0,0,3,0,1,1,0,1,1,0,0
TMEM200B,2,0,0,1,1,0,332,213,324,410,405,367
SRSF4,1904,3613,2931,1561,1838,1807,2637,2246,2726,2322,2581,2420
MECR,564,951,766,934,761,740,376,356,408,329,419,457
PTPRU,16,32,32,17,23,26,4,4,4,9,4,3
LINC01756,0,0,0,0,0,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0,0,0,0,0,0
MATN1,1,4,2,2,3,3,0,0,0,0,0,0
MATN1-AS1,4,16,12,17,17,13,1,0,2,0,2,1
LAPTM5,8,11,7,16,31,20,3,0,1,0,0,0
MIR4420,0,0,0,0,0,0,0,0,0,0,0,0
LINC01778,0,0,0,1,2,0,0,0,0,0,0,0
RN7SKP91,0,0,0,0,0,0,0,0,0,0,0,0
LOC400748,0,0,1,0,0,0,0,0,0,0,0,0
SDC3,699,1126,1300,1198,1778,1720,373,152,458,344,539,492
RN7SL371P,0,0,0,0,0,0,0,0,0,0,0,2
PUM1,938,2238,1803,1049,1516,1475,1507,1161,1413,1412,1331,1449
NKAIN1,0,1,0,0,0,1,0,0,1,0,2,0
SNRNP40,1154,1996,1587,1425,1372,1113,1066,888,1067,754,977,961
ZCCHC17,417,814,616,563,412,435,551,593,647,543,631,583
FABP3,12,18,5,5,3,4,20,18,19,54,18,30
SERINC2,782,1082,880,1014,909,839,582,594,745,818,822,759
EEF1A1P46,0,1,0,0,0,0,0,0,0,0,0,0
RNU6-40P,0,0,0,0,0,0,0,0,0,0,0,0
TINAGL1,1175,1801,1805,3030,3563,3295,4,2,1,18,7,11
HCRTR1,0,1,1,0,4,0,4,0,0,0,0,0
PEF1,694,1061,981,1144,951,946,1050,1037,1113,1170,1078,1196
COL16A1,3,4,4,10,9,7,838,762,884,1342,988,1013
ADGRB2,1,1,2,1,0,1,106,83,93,162,103,103
MIR4254,0,0,0,0,0,0,0,0,0,0,0,0
SPOCD1,21,39,27,22,11,10,1527,1235,1589,1300,1636,1638
PTP4A2,2870,4852,4986,7100,7014,6565,5436,4542,6166,6144,6927,6957
KHDRBS1,2717,5188,4274,3932,4279,4015,3325,2696,3538,3070,3608,3352
TMEM39B,323,461,371,512,444,420,507,383,451,351,415,503
MIR5585,0,0,1,0,0,2,0,1,0,1,0,0
KPNA6,1202,2205,1769,1529,1580,1601,1976,1731,1973,2091,2084,2036
TXLNA,1425,2584,2277,1849,2262,2418,2203,1734,2143,2076,2063,2386
CCDC28B,17,33,32,16,19,22,198,194,155,227,155,139
IQCC,83,210,154,146,137,110,66,50,90,61,78,84
DCDC2B,3,4,6,1,4,6,4,1,0,5,5,2
TMEM234,201,252,216,185,110,110,178,158,210,123,172,135
EIF3I,3052,5096,4257,4542,4332,4150,4644,4660,4918,4654,4909,4879
FAM167B,3,7,3,8,5,12,30,30,29,63,42,47
LCK,0,0,0,1,0,1,0,0,0,0,0,0
HDAC1,3531,7365,5430,4512,4848,4302,2319,2011,1933,2004,1791,2371
MARCKSL1,2,5,6,5,4,3,534,327,661,715,768,949
TSSK3,3,3,8,5,2,3,2,1,1,3,3,3
FAM229A,75,69,64,79,40,46,10,14,16,14,25,18
BSDC1,1011,1804,1576,982,1187,1235,1387,1332,1429,1575,1352,1246
RN7SL122P,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB8B,0,3,1,1,2,1,0,1,0,0,1,2
ZBTB8A,87,194,109,114,117,134,131,97,152,160,142,172
ZBTB8OS,218,390,321,543,513,425,479,450,485,448,530,520
RBBP4,1526,2801,2341,2081,2549,2219,1849,1384,1759,1684,1871,1774
SYNC,1,6,2,1,1,1,166,147,110,299,131,191
NHSL3,1767,2981,2646,2078,2639,2410,209,168,181,245,200,265
YARS1,6278,11388,9087,6962,7849,7893,3192,3342,3717,2426,3041,2272
S100PBP,560,1100,881,590,579,589,444,444,535,520,527,427
FNDC5,7,18,5,7,5,9,0,0,4,9,8,5
HPCA,3,1,4,2,4,2,1,0,5,6,1,2
TMEM54,576,694,735,1309,959,1009,120,102,161,227,248,247
RNF19B,202,348,309,231,251,281,502,472,665,450,608,515
RPL18AP4,1,0,0,1,1,0,1,0,0,0,0,0
AK2,2925,5367,4714,5316,5326,5191,2309,1997,2245,2040,2142,2221
AZIN2,11,31,16,32,41,28,49,34,46,59,77,39
TRIM62,73,92,113,90,109,107,70,43,79,118,81,89
ZNF362,740,1404,912,503,521,478,400,253,263,298,229,258
A3GALT2,1,2,0,0,0,0,1,0,0,0,0,0
PHC2,835,1446,1302,1284,1600,1375,2695,2027,2446,1801,2322,2772
MIR3605,0,1,0,0,0,1,0,0,0,1,1,0
RN7SKP16,3,1,2,1,3,2,9,2,3,8,0,6
TLR12P,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN20,87,137,137,71,89,117,115,90,88,79,106,104
LOC100422287,1,2,1,0,0,0,1,0,1,0,1,0
CSMD2,3,2,1,3,1,2,21,17,30,50,33,34
HSPD1P14,0,0,0,0,0,0,0,0,0,0,2,0
HMGB4,0,0,0,0,0,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP42,0,0,0,0,0,0,0,0,0,0,0,0
C1orf94,1,0,0,0,0,0,0,0,0,0,0,0
LOC100420336,0,0,0,0,0,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0,0,0,0,0,0
SMIM12,428,777,643,718,597,704,858,726,776,686,787,918
GJB5,15,16,14,39,24,34,5,4,5,1,3,0
GJB4,2,7,5,10,12,18,0,0,2,0,0,0
GJB3,169,121,195,511,430,520,0,0,0,0,0,0
GJA4,0,1,0,1,0,6,0,1,0,0,0,1
DLGAP3,0,0,0,2,3,0,1,1,1,2,2,2
TMEM35B,1,0,3,0,0,0,0,0,0,1,1,0
ZMYM6,142,228,206,157,125,152,207,140,194,176,221,189
ZMYM1,370,818,600,453,586,531,255,250,261,236,354,278
RPL12P45,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378644,0,0,0,0,0,0,0,0,0,0,0,2
SFPQ,5745,11734,9249,8765,9619,9396,6666,4687,6013,4687,5951,6991
ZMYM4,794,1693,1298,747,993,1105,1072,906,914,956,888,929
RN7SL503P,0,0,0,0,1,0,0,0,0,0,0,0
LOC124900419,2,0,0,0,0,0,0,0,0,0,0,0
RPL5P4,2,2,1,6,2,5,0,3,2,2,3,2
ZMYM4-AS1,0,1,0,0,0,2,0,0,0,1,0,1
KIAA0319L,1412,2814,2263,1399,1732,1831,1093,1125,856,1052,699,746
NCDN,419,699,638,598,858,807,679,589,591,644,532,580
TFAP2E-AS1,3,3,9,4,8,5,2,2,2,1,6,4
TFAP2E,11,16,21,4,14,7,6,5,11,8,7,5
PSMB2,2764,4691,3641,4210,3674,3426,2561,2604,2540,2221,2479,2512
C1orf216,282,445,386,407,446,421,631,518,569,694,641,780
CLSPN,739,1301,1306,1313,989,1293,802,731,862,567,1058,959
AGO4,120,248,233,182,273,318,338,261,355,521,446,486
AGO1,721,2216,1607,559,878,928,850,697,618,665,622,651
CFAP97P1,0,1,0,0,0,0,0,0,0,0,0,0
AGO3,445,1047,804,447,522,562,446,426,462,361,438,401
LOC100128093,0,1,0,4,0,0,0,0,0,0,0,2
TEKT2,3,0,0,3,2,0,3,0,0,1,0,1
ADPRS,549,897,773,685,682,705,1028,888,1011,863,940,978
COL8A2,0,3,3,0,1,1,59,46,49,105,58,68
TRAPPC3,1149,1856,1377,1649,1364,1343,1788,1513,1784,1438,1657,1688
MAP7D1,805,1518,1265,1412,1718,1757,6045,5162,5066,5018,4906,5498
RN7SL131P,0,0,0,0,0,0,0,0,0,0,0,0
THRAP3,2675,6213,4689,2813,3615,3782,3724,2746,3197,2893,3152,3560
UBE2V2P4,0,4,0,2,1,0,0,1,0,0,0,0
SH3D21,36,32,36,7,22,17,90,53,80,95,76,100
EVA1B,14,11,7,3,7,5,1212,1012,1329,1304,1411,1631
STK40,1754,2964,2357,1809,2199,2340,1874,1619,1587,970,1108,1203
LSM10,640,825,739,948,806,820,693,634,704,607,601,790
RNU4-27P,0,0,0,0,0,0,0,0,0,0,0,0
OSCP1,70,131,73,74,67,62,82,92,81,111,73,85
SNORA63C,0,0,0,0,0,0,0,0,0,1,1,0
MRPS15,1601,2187,1927,2832,2291,2159,1284,1174,1329,1326,1276,1319
CSF3R,0,0,0,0,0,0,0,0,1,0,0,0
FTLP18,0,0,0,0,0,0,0,0,0,0,0,0
LOC124904023,0,0,0,0,0,0,1,0,0,0,0,0
GRIK3,0,0,0,0,0,0,0,0,0,0,1,0
LOC124904027,0,0,0,0,0,0,0,0,0,0,0,0
MIR4255,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-636P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP43,0,0,0,0,0,0,0,0,0,0,0,0
RPS29P6,0,0,0,0,0,0,0,0,0,0,0,0
LITATS1,43,53,49,72,72,70,64,41,44,60,57,54
ZC3H12A,89,112,110,134,134,134,118,70,76,69,70,87
MIR6732,0,0,0,0,0,0,0,0,0,0,0,0
MEAF6,827,1448,1287,1119,1042,1099,927,868,901,937,880,1051
MIR5581,1,2,3,2,7,1,2,0,1,1,4,1
SNIP1,290,601,440,281,323,370,508,345,409,378,410,423
DNALI1,3,2,1,0,2,2,29,30,15,49,26,35
GNL2,974,1569,1529,1741,1729,1761,1185,1009,1428,1316,1678,1729
RSPO1,0,0,0,0,0,0,0,0,0,0,0,0
AIRIM,350,551,581,732,848,714,299,246,311,324,386,343
CDCA8,651,1326,964,546,725,711,1540,1161,1527,998,1462,1489
EPHA10,0,0,0,0,0,0,1,0,0,1,0,0
MANEAL,342,557,470,517,666,637,105,74,142,144,106,146
YRDC,399,574,519,869,879,797,418,428,472,352,449,454
C1orf122,593,773,736,1064,778,755,708,641,747,776,815,744
MTF1,327,822,643,424,605,651,464,343,416,479,466,454
RPS2P13,0,1,2,0,0,0,0,0,0,1,0,0
INPP5B,477,1074,718,391,513,507,231,178,202,220,193,182
RNU6-584P,0,2,0,0,0,0,0,1,3,0,0,0
SF3A3,1637,3196,2470,2343,2405,2452,2256,1947,2219,1886,2106,2192
FHL3,67,90,140,246,193,248,194,147,176,266,192,216
UTP11,611,1018,820,1084,997,934,821,746,876,741,863,910
POU3F1,0,0,0,0,0,0,1,0,3,0,1,0
MIR3659HG,0,0,0,0,0,0,2,0,1,0,0,1
MIR3659,0,0,0,0,0,0,0,0,0,0,0,0
LINC01343,0,0,0,0,0,0,0,0,0,0,0,0
TUBB6P1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-753P,0,0,0,0,0,0,0,0,0,0,0,0
HSPA5P1,0,0,0,3,2,0,0,2,6,1,12,3
RRAGC,409,751,525,321,277,270,978,886,826,631,773,861
RRAGC-DT,7,20,28,20,14,13,36,28,22,23,24,19
MYCBP,340,537,413,551,420,386,245,289,310,258,301,253
GJA9,0,1,0,0,0,0,0,0,0,1,1,0
RHBDL2,3,6,6,6,5,6,27,17,29,42,45,20
RNU6-605P,0,0,1,0,1,0,0,0,0,2,0,0
AKIRIN1,1570,2984,2326,2295,2572,2357,1773,1638,1557,1660,1626,1643
NDUFS5,1119,2044,1558,2576,1962,1926,2361,2330,2719,3130,3446,3116
MACF1,1950,4574,4829,2940,6701,6880,6351,4416,5983,7606,6610,6866
RNU6-608P,0,0,0,1,0,0,0,0,0,0,0,0
RNA5SP44,0,0,0,0,0,0,0,1,1,1,1,1
BMP8A,4,4,1,5,1,1,3,2,2,2,4,3
OXCT2P1,0,0,1,0,0,0,11,5,4,5,1,3
PABPC4,3670,6350,4936,5709,5612,5233,4176,3409,4849,3560,4636,3737
PABPC4-AS1,2,10,10,2,5,10,5,1,1,4,3,0
SNORA55,0,5,7,1,4,1,0,0,0,1,2,1
HEYL,0,0,0,0,0,0,0,0,0,1,0,0
NT5C1A,0,0,0,0,0,0,0,0,0,0,0,0
HPCAL4,3,5,1,5,9,3,0,0,0,0,0,0
PPIE,702,1029,997,877,871,856,843,865,866,753,881,795
RNU7-121P,0,0,0,0,0,0,0,0,0,0,0,0
BMP8B,10,36,13,1,10,7,1,0,2,1,2,1
OXCT2,0,0,0,0,1,0,1,0,0,0,0,0
BMP8B-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929536,0,0,0,0,0,0,0,0,0,0,0,0
LOC130932201,1,1,0,0,0,0,0,1,1,0,0,0
LINC02811,0,1,0,0,1,0,0,0,0,0,0,0
TRIT1,280,525,402,403,407,405,250,236,285,244,305,301
MYCL,12,11,23,25,26,27,0,2,0,1,2,0
MYCL-AS1,0,1,1,1,2,0,0,0,1,0,0,0
MFSD2A,28,39,51,98,111,82,18,18,37,45,54,66
CAP1,1765,3184,3180,1546,2725,2959,7373,6482,6621,6935,6062,7425
PPT1,2492,5108,3654,3153,3437,3327,3124,2939,2727,2365,2319,2379
RLF,276,722,501,278,388,408,451,357,489,332,369,445
RNU6-1237P,0,0,0,0,0,0,0,0,0,0,0,0
TMCO2,0,0,1,0,0,0,0,3,0,1,0,0
ZMPSTE24,906,1650,1376,1550,1679,1648,1508,1309,1478,1425,1441,1683
COL9A2,0,1,0,1,2,0,12,4,9,13,7,5
RPL21P20,0,0,0,0,0,0,0,0,0,0,0,0
SMAP2,408,740,669,554,662,722,692,572,526,617,563,637
ZFP69B,4,6,10,0,1,3,98,89,103,58,74,99
ZFP69,0,1,0,1,1,0,70,66,80,70,77,80
EXO5,0,0,1,0,0,0,121,97,112,88,106,114
ZNF684,72,89,73,61,66,66,43,53,68,77,61,72
GTF2F2P2,0,0,0,0,0,0,0,0,0,0,0,0
RIMS3,39,56,82,132,168,153,0,0,0,7,2,8
NFYC,653,943,788,1028,1028,984,551,477,560,530,543,550
MIR30E,0,0,0,0,0,0,0,0,0,0,0,0
MIR30C1,0,0,0,0,0,0,0,0,0,0,1,1
KCNQ4,8,20,7,13,17,12,2,2,0,0,1,0
RN7SL326P,0,0,0,0,0,0,0,0,0,0,0,0
CITED4,5,4,1,21,13,21,81,47,111,55,114,84
LOC100128362,0,0,0,0,0,0,0,0,0,0,0,0
CTPS1,1230,1644,1840,1980,2001,2121,2345,1620,2705,1652,2658,2244
SLFNL1-AS1,15,26,29,27,36,29,25,18,31,16,22,15
SLFNL1,11,33,21,6,27,14,21,3,21,12,30,18
SCMH1,532,888,671,462,601,519,724,505,631,475,550,516
SCMH1-DT,1,6,6,7,4,2,3,1,0,0,0,1
FOXO6,8,9,7,10,14,13,0,0,0,0,0,0
FOXO6-AS1,0,0,0,1,0,1,0,0,0,0,0,0
